dark,0.1Sun
0.027440988,1.639483649
0.024691613,1.650523995
0.024328782,1.639695324
0.030016755,1.659920937
0.026233733,1.637047325
0.025268822,1.631561198
0.024539206,1.649871699
0.024691972,1.652142399
0.024515091,1.654776089
0.025207656,1.63917658
0.023328608,1.651186323
0.022927885,1.645575197
0.023870098,1.649017925
0.024458929,1.649283547
0.023919651,1.629467963
0.023284506,1.653667054
0.023641778,1.665756402
0.025459067,1.651521024
0.025607197,1.632255599
0.026157801,1.629560561
0.027793924,1.624720808
0.029197836,1.619785662
0.031328196,1.622148796
0.025497556,1.625986749
0.025927447,1.632707074
0.026015923,1.633406409
0.02643968,1.636730223
0.025661232,1.632368098
0.025860798,1.636380556
0.025542059,1.641237578
0.024770482,1.629357602
0.027293287,1.634897183
0.027389614,1.638409647
0.026660075,1.631729946
0.026308316,1.634517582
0.024867364,1.620770192
0.02450615,1.629217801
0.024865501,1.625837902
0.024645419,1.633447198
0.024205842,1.650794387
0.023941628,1.659807944
0.023877584,1.643615185
0.023509894,1.642995619
0.024163596,1.646126836
0.025158728,1.628265508
0.02377345,1.633499829
0.024409243,1.630654135
0.023323193,1.627541832
0.023376813,1.619933852
0.023606175,1.621826924
0.023722156,1.624747782
0.022730014,1.623849929
0.023364445,1.632180764
0.023049645,1.628467973
0.022941001,1.625996124
0.023103885,1.63334539
0.023041748,1.629161387
0.022899094,1.626109939
0.022720259,1.628111563
0.023766969,1.624857485
0.025119111,1.622551259
0.024415259,1.630037201
0.025013166,1.622453727
0.026270934,1.625997604
0.025074449,1.622460635
0.025396974,1.630338678
0.025369142,1.625713561
0.025244681,1.628754977
0.023953763,1.630426835
0.025521782,1.62432147
0.025821854,1.622636126
0.025393368,1.628081464
0.028699312,1.630951336
0.028222813,1.632589477
0.024711069,1.638716222
0.026118148,1.645708749
0.027062672,1.654331521
0.027358824,1.626581644
0.025812196,1.635043728
0.024989554,1.644443466
0.025377268,1.641629021
0.030915813,1.64516632
0.027642852,1.64274595
0.024887699,1.645839175
0.026764713,1.645643947
0.025473993,1.644272579
0.025702917,1.634964452
0.025082802,1.641579186
0.02527491,1.636717888
0.026904874,1.635638952
0.027066917,1.62790992
0.027476701,1.645929799
0.025477537,1.63976506
0.027576623,1.645369936
0.025744323,1.630867291
0.024582619,1.65423514
0.02533183,1.6603234
0.025495405,1.652076117
0.024701437,1.667353425
0.025481356,1.66858384
0.024513148,1.673226062
0.025786932,1.67001672
0.028799544,1.662150519
0.026688983,1.633175162
0.023625215,1.636755059
0.024071741,1.660881124
0.025859688,1.665766764
0.026096244,1.645712696
0.024023643,1.650650145
0.024997888,1.674169966
0.025667132,1.6866501
0.025578335,1.665165619
0.027044667,1.685889417
0.025951003,1.722761897
